,lengthOfEmailId,noOfDotsInEmailId,noOfDashesInEmailId,noOfSpecialCharsInEmailId,noOfDigitsInEmailId,noOfSubdomainsInEmailId,noOfUrls,noOfDotsInUrls,noOfDashesInUrls,noOfSpecialCharsInUrls,hasIpAddressInUrls,noOfIpAddressInUrls,noOfHttpsLinks,no_of_attachments,class_label,noOfMaliciousWords
1265,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1266,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
1267,24,1,0,0,0,0,1,2,0,1,0,0,0,0,0,59
1268,16,0,0,0,0,0,1,3,0,1,0,0,0,0,0,77
1269,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114
1270,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1271,16,0,0,0,0,0,1,2,0,1,0,0,0,0,0,63
1272,23,1,0,0,0,0,2,5,0,2,0,0,0,0,0,15
1273,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1274,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72
1275,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1276,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1277,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
1278,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82
1279,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1280,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82
1281,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
1282,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1283,45,1,0,0,2,1,6,17,4,8,0,0,0,0,0,35
1284,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61
1285,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1286,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1287,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1288,45,1,0,0,2,1,6,17,4,9,0,0,0,0,0,30
1289,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1290,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1291,45,1,0,0,2,1,7,20,6,9,0,0,0,0,0,25
1292,24,1,0,0,0,0,11,31,0,38,0,0,0,0,0,34
1293,21,0,0,0,0,0,1,4,0,4,0,0,0,0,0,69
1294,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64
1295,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1296,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1297,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1298,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1299,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
1300,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1301,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73
1302,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1303,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1304,17,0,0,0,0,0,1,2,0,1,0,0,0,0,0,17
1305,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1306,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
1307,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1308,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1309,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57
1310,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81
1311,25,1,0,0,0,0,1,2,0,1,0,0,0,0,0,69
1312,40,1,0,0,0,1,21,61,0,89,0,0,0,0,0,153
1313,21,1,0,0,0,0,2,4,0,2,0,0,0,0,0,23
1314,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1315,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123
1316,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90
1317,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
1318,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50
1319,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42
1320,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
1321,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1322,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67
1323,45,1,0,0,2,1,5,14,4,7,0,0,0,0,0,38
1324,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82
1325,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72
1326,25,1,0,0,0,0,3,8,0,3,0,0,0,0,0,26
1327,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1328,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1329,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1330,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
1331,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
1332,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1333,21,1,0,0,0,0,2,6,0,2,0,0,0,0,0,12
1334,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
1335,24,1,0,0,0,0,2,3,0,2,0,0,0,0,0,38
1336,45,1,0,0,2,1,7,19,5,9,0,0,0,0,0,33
1337,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1338,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1339,29,1,0,0,0,0,1,3,0,1,0,0,0,0,0,30
1340,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
1341,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1342,18,0,0,0,0,0,1,2,0,1,0,0,0,0,0,41
1343,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61
1344,45,1,0,0,2,1,5,14,4,7,0,0,0,0,0,40
1345,21,0,0,0,4,0,1,2,0,1,0,0,0,0,0,10
1346,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1347,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76
1348,18,0,0,0,2,0,3,8,0,3,0,0,0,0,0,64
1349,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1350,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111
1351,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88
1352,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1353,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
1354,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96
1355,26,1,0,0,0,0,1,2,0,1,0,0,0,0,0,14
1356,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98
1357,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1358,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1359,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1360,45,1,0,0,2,1,7,20,5,9,0,0,0,0,0,39
1361,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1362,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1363,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1364,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1365,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1366,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109
1367,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
1368,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1369,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1370,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1372,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1373,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
1374,25,1,0,0,0,0,3,8,0,3,0,0,0,0,0,32
1375,40,1,0,0,0,1,46,139,0,294,0,0,0,0,0,158
1376,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1377,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
1378,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
1379,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77
1380,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1381,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
1382,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75
1383,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
1384,26,1,0,0,0,0,1,2,0,1,0,0,0,0,0,16
1385,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1386,45,1,0,0,2,1,7,20,6,9,0,0,0,0,0,25
1387,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112
1388,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69
1389,45,1,0,0,2,1,8,23,2,30,0,0,0,0,0,61
1390,18,0,0,0,2,0,1,2,0,1,0,0,0,0,0,46
1391,45,1,0,0,2,1,6,17,5,8,0,0,0,0,0,39
1392,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99
1393,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
1394,24,1,0,0,0,0,1,2,0,1,0,0,0,0,0,94
1395,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75
1396,25,1,0,0,0,0,3,9,0,3,0,0,0,0,0,83
1397,45,1,0,0,2,1,7,20,5,9,0,0,0,0,0,24
1398,29,1,0,0,0,0,1,3,0,1,0,0,0,0,0,33
1399,25,1,0,0,0,0,7,15,0,7,0,0,0,0,0,89
1400,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,116
1401,45,1,0,0,2,1,6,17,5,8,0,0,0,0,0,43
1402,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
1403,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
1404,45,1,0,0,2,1,5,14,3,7,0,0,0,0,0,30
1405,24,1,0,0,0,0,3,6,0,3,0,0,0,0,0,95
1406,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1407,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69
1408,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88
1409,23,0,0,0,2,0,3,8,0,3,0,0,0,0,0,20
1410,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
1411,25,1,0,0,0,0,1,2,0,1,0,0,0,0,0,7
1412,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74
1413,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58
1414,45,1,0,0,2,1,5,14,4,7,0,0,0,0,0,39
1415,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1416,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
1417,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1418,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124
1419,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
1420,45,1,0,0,2,1,5,14,3,7,0,0,0,0,0,41
1421,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1422,18,0,0,0,0,0,1,2,0,1,0,0,0,0,0,57
1423,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69
1424,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1425,24,1,0,0,0,0,8,23,2,30,0,0,0,0,0,55
1426,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93
1427,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
1428,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
1429,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1430,29,1,0,0,0,0,1,3,0,2,0,0,0,0,0,4
1431,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1432,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1433,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1434,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67
1435,24,1,0,0,0,0,1,2,0,1,0,0,0,0,0,28
1436,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1437,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1438,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
1439,16,0,0,0,0,0,1,3,0,2,0,0,0,0,0,77
1440,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1441,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87
1442,24,1,0,0,0,0,4,12,3,15,0,0,0,0,0,45
1443,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109
1444,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1445,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
1446,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1447,45,1,0,0,2,1,6,17,5,8,0,0,0,0,0,39
1448,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1449,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1450,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1451,45,1,0,0,2,1,6,17,5,8,0,0,0,0,0,49
1452,27,1,0,0,0,0,3,8,0,55,0,0,0,0,0,54
1453,25,1,0,0,0,0,1,2,0,1,0,0,0,0,0,75
1454,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1455,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73
1456,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,116
1457,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1458,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116
1459,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60
1460,45,1,0,0,2,1,7,20,6,9,0,0,0,0,0,26
1461,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1462,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1463,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1464,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1465,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
1466,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97
1467,45,1,0,0,2,1,6,17,5,8,0,0,0,0,0,30
1468,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1469,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1470,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
1471,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1472,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1473,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1474,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1475,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
1476,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
1477,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75
1478,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
1479,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111
1480,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
1481,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1482,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1483,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,165
1484,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79
1485,29,1,0,0,0,0,1,4,0,1,0,0,0,0,0,85
1486,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1487,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76
1488,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1489,45,1,0,0,2,1,7,20,4,9,0,0,0,0,0,58
1490,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78
1491,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96
1492,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1493,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1494,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70
1495,45,1,0,0,2,1,7,20,5,9,0,0,0,0,0,41
1496,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1497,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84
1498,27,1,0,0,0,0,5,13,0,32,0,0,0,0,0,59
1499,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1500,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105
1501,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96
1502,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81
1503,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
1504,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71
1505,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
1506,45,1,0,0,2,1,6,17,5,8,0,0,0,0,0,35
1507,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83
1508,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178
1509,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119
1510,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
1511,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1512,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122
1513,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67
1514,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1515,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99
1516,45,1,0,0,2,1,5,14,4,7,0,0,0,0,0,41
1517,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87
1518,23,1,0,0,0,0,1,2,0,1,0,0,0,0,0,31
1519,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1520,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1521,29,0,0,1,2,0,1,2,0,1,0,0,0,0,0,21
1522,24,1,0,0,0,0,1,2,0,1,0,0,0,0,0,52
1523,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101
1524,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
1525,29,1,0,0,0,0,1,2,0,1,0,0,0,0,0,42
1526,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1527,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79
1528,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79
1529,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80
1530,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64
1531,29,1,0,0,0,0,1,2,0,1,0,0,0,0,0,9
1532,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
1533,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
1534,45,1,0,0,2,1,6,17,5,8,0,0,0,0,0,35
1535,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1536,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1537,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1538,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107
1539,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1540,40,1,0,0,0,1,38,114,0,247,0,0,0,0,0,166
1541,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1542,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97
1543,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1544,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
1545,45,1,0,0,2,1,6,17,5,8,0,0,0,0,0,35
1546,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1547,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1548,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113
1549,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,35
1550,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1551,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1552,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1553,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1554,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1555,29,1,0,0,0,0,1,3,0,2,0,0,0,0,0,76
1556,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1557,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
1558,23,1,0,0,0,0,2,6,0,2,0,0,0,0,0,10
1559,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
1560,27,1,0,0,0,0,3,8,0,3,0,0,0,0,0,32
1561,24,1,0,0,0,0,1,3,0,1,0,0,0,0,0,77
1562,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
1563,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1564,17,0,0,0,0,0,2,6,0,2,0,0,0,0,0,54
1565,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80
1566,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1567,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,35
1568,25,0,0,0,0,0,6,15,0,6,0,0,0,0,0,69
1569,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1570,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
1571,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
1572,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
1573,23,0,0,0,2,0,3,8,0,3,0,0,0,0,0,85
1574,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1575,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77
1576,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1577,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111
1578,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
1579,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1580,45,1,0,0,2,1,6,16,4,8,0,0,0,0,0,45
1581,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107
1582,21,1,0,0,0,0,1,2,0,1,0,0,0,0,0,19
1583,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1584,29,1,0,0,0,0,2,5,2,2,0,0,0,0,0,170
1585,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1586,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124
1587,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1588,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1589,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1590,45,1,0,0,2,1,8,23,2,30,0,0,0,0,0,54
1591,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1592,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1594,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87
1595,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
1596,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1597,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1598,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
1599,23,1,0,0,0,0,3,8,0,3,0,0,0,0,0,32
1600,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1601,24,1,0,0,0,0,1,2,0,1,0,0,0,0,0,48
1602,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84
1603,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1604,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,35
1605,40,1,0,0,0,1,39,118,0,247,0,0,0,0,0,156
1606,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
1607,29,1,0,0,0,0,1,3,0,1,0,0,0,0,0,39
1608,29,1,0,0,0,0,1,3,0,1,0,0,0,0,0,57
1609,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
1610,45,1,0,0,2,1,7,20,6,9,0,0,0,0,0,29
1611,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1612,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
1613,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,35
1614,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109
1615,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1616,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69
1617,45,1,0,0,2,1,6,16,5,8,0,0,0,0,0,46
1618,45,1,0,0,2,1,5,14,4,7,0,0,0,0,0,38
1619,45,1,0,0,2,1,7,20,5,9,0,0,0,0,0,40
1620,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83
1621,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76
1622,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1623,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1624,40,1,0,0,0,1,34,102,0,212,0,0,0,0,0,161
1625,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122
1626,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1627,24,1,0,0,0,0,1,2,0,1,0,0,0,0,0,45
1628,19,0,0,0,0,0,2,5,0,5,0,0,0,0,0,76
1629,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70
1630,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1631,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1632,45,1,0,0,2,1,8,23,7,10,0,0,0,0,0,48
1633,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77
1634,17,0,0,0,0,0,2,5,1,2,0,0,0,0,0,38
1635,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107
1636,24,1,0,0,0,0,5,13,0,32,0,0,0,0,0,59
1637,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99
1638,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1639,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1640,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1641,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1642,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1643,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1644,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1645,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1646,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1647,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1648,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1649,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1650,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1651,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1652,16,0,0,0,0,0,7,20,0,12,0,0,0,0,0,110
1653,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1654,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1655,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1656,17,0,0,0,0,0,1,2,0,1,0,0,0,0,0,16
1657,17,0,0,0,0,0,1,2,0,1,0,0,0,0,0,17
1658,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
